Title,Date,Medium,Artist ID
Copper plate for plate from page 74 from THÉOGONIE by Hesiod,1955.0,Copper plate,744.0
Title page from SELF PORTRAITS,1983.0,,806.0
"BOTTLING WINE (plate, page 18) from ALMANACH DE COCAGNE: Pour l'an 1921",1920.0,"Woodcut, printed in black",706.0
Plate (folio 6) from 5 CONSTRUCTIONEN + 5 COMPOSITIONEN,1941.0,"Woodcut, printed in color",559.0
Plate (folio 16) from 5 CONSTRUCTIONEN + 5 COMPOSITIONEN,1941.0,"Woodcut, printed in black",778.0
Plate (folio 4) from 10 ORIGIN,1942.0,"Woodcut, printed in black",11.0
Plate (folio 6) from 10 ORIGIN,1942.0,"Linoleum cut, printed in black",559.0
"THE SPIRIT OF APPEASEMENT (plate, folio 2) from SALVO FOR RUSSIA",,Etching,323.0
"COMBAT (plate, folio 8) from SALVO FOR RUSSIA",,"Engraving, printed in black",847.0
Front cover from LA LITHOGRAPHIE ORIGINALE EN COULEURS,1898.0,"Lithograph, printed in color",665.0
"ESSENTIAL INTERIORIZATION WITH HORIZONTAL READINGS, plate 1 (folio 16) from 10 CONDIZIONI LINEARI DI SEGNALETICA ALEATORIA",1970.0,,72.0
Title page (front cover) from LES MÉTIERS,1948.0,"Etching and aquatint, printed in black",107.0
In-text plate (folio 3) from DE LA MORT,1967.0,"Lithograph, printed in color",107.0
L'Avenir de la Propriété,1972.0,"Illustrated book with 37 photolithographic reproductions after drawings (including covers); and supplementary suite of 9 lift ground aquatint, lithograph, and photolithographs",107.0
Plate (folio 3) from CERCLITUDE,1973.0,,107.0
CENTRAL PARK,1976.0,"21 photolithographic reproductions after paintings (including front cover); and supplementary suite of 4 lithographs (3 with aquatint and lift ground aquatint and 1 with etching), printed in color",107.0
Configuration I  from the illustrated book 11 Configurations,1943.0,Woodcut,11.0
11 Configurations,1945.0,"Illustrated book with 12 woodcuts (including duplicate on cover), and supplementary unbound woodcut, printed in black",11.0
Cover from the illustrated book 11 Configurations,1941.0,Woodcut,11.0
CONFIGURATION (unbound supplementary plate) from 11 CONFIGURATIONS,1917.0,,11.0
Configuration IV from the illustrated book 11 Configurations,1927.0,Woodcut,11.0
Configuration V  from the illustrated book 11 Configurations,1930.0,Woodcut,11.0
Configuration VI from the illustrated book 11 Configurations,1936.0,Woodcut,11.0
Oleksander Arkhipenko,1923.0,,209.0
"FISH (frontispiece) from BEHAARTE HERZEN, 1923-1926, KÖNIGE VOR DER SINTFLUT, 1952-1953",1953.0,,11.0
Title page (Titelblatt) from Stadtnacht (City Night),1921.0,Lithograph from an illustrated book with seven lithographs,429.0
MILLE REGRETS,1947.0,"55 collotype and pochoir reproductions after watercolors, printed in color on ivory, smooth, wove Montgolfier paper; and 19 supplementary duplicate collotype and pochoir reproductions, printed in color on cream, smooth, wove Arches paper",486.0
Plate (facing page 42) from LE DROIT DE VARECH,1930.0,,502.0
"Nine-page plate (folios 2-10) from 1956 UNGARN, 1959 TIBET, HOMMAGE",1959.0,,790.0
Title page from LES PETITES FLEURS,1928.0,Woodcut,511.0
L'Odyssée,1930.0,Illustrated book with 51 woodcuts and pochoirs,511.0
Title page from FABLES,1818.0,,542.0
Frontispiece from PARALLÈLEMENT,1900.0,,665.0
Title page from DAPHNIS ET CHLOÉ,1902.0,,665.0
LA 628-E8,1908.0,Illustrated book with 104 line block reproductions after drawings (including front cover),665.0
Almanach illustré du Père Ubu,1901.0,"78 photolithographic reproductions after lithographic crayon drawings (including wrappers), 75 printed in color and 3 printed in black",665.0
Le Père Ubu à l'Hôpital,1916.0,Illustrated book with three line block reproductions (including duplicate on front cover) after ink drawings,665.0
Le Père Ubu à l'Aviation,1918.0,Illustrated book with three line block reproductions (including duplicate on front cover) after ink drawings,665.0
Der Schlecht Gefesselte Prometheus,1919.0,Illustrated book with six relief halftone reproductions after drawings,665.0
Le Prométhée mal enchaîné,1920.0,Illustrated book with 46 line block reproductions after drawings (including covers),665.0
Histoire du poisson scie et du poisson marteau,1923.0,Illustrated book with 39 line block reproductions after drawings,665.0
Wrapper front from DINGO,1924.0,"Etching, printed in black",665.0
Les Histoires du Petit Renaud,1927.0,"Illustrated book with 52 line block and pochoir reproductions after pen and ink drawings (including duplicates on wrapper front and title page), printed in color",665.0
Frontispiece from SIMILI,1930.0,One from an illustrated book with seven drypoints; and supplementary suite,665.0
CORRESPONDANCES,1944.0,"30 collotype reproductions after crayon and pen and ink drawings (including wrapper front and title page), printed in color on ivory, smooth Arches paper mounted on cream, smooth, wove Arches paper; and supplementary suite of 28 duplicate collotypes on cream, smooth, China paper mounted on cream, smooth, wove Arches paper",665.0
Frontispiece from LE CRÉPUSCULE DES NYMPHES,1946.0,,665.0
Panthéon Courcelles,1899.0,Musical score with two variant lithographs,665.0
Headpiece (folio 5) from Le Piège de Méduse,1921.0,One from an illustrated book with three woodcuts,744.0
Les Facheux,1924.0,"25 collotype and pochoir reproductions after watercolor or gouache drawings (23 costume designs and duplicate front covers) and photolithographic reproductions after Jean Cocteau pen and ink drawing and Georges Auric musical score on ivory, smooth, wove Arches paper; and collotype reproductions of photographs on ivory, smooth, wove paper",744.0
Souspente,1945.0,Illustrated book with one lithograph (frontispiece),744.0
Frontispiece from LE SOLEIL DES EAUX,1949.0,"Aquatint, lift ground aquatint, and soft ground etching, printed in color",744.0
Rhapsodie de ma nuit,1958.0,Illustrated book with 6 lithographs,203.0
Milton Avery: Paintings 1930-1960,1962.0,Illustrated book with 1 etching,250.0
Plate (page 41) from THÉOGONIE,1932.0,"Etching, printed in black",744.0
Suites,1992.0,"Artist's book, printed in color",590.0
Frontispiece from AOÛT,1958.0,"Aquatint, lift ground aquatint, and etching, printed in color",744.0
Plate (page 9) from DESCENTE AUX ENFERS,1961.0,,744.0
Plate (folio 7) from LE CHAR TRIOMPHAL DE L'ANTIMOINE,1949.0,,751.0
Frontispiece from PASIPHAË,1950.0,One from an illustrated book with seven engravings,847.0
Headpiece (page 1) from THE WORKS,1893.0,,879.0
Three Young Rats and Other Rhymes,1944.0,Illustrated book with 85 line block reproductions and supplementary pen and ink drawing,922.0
A Bestiary,1955.0,Illustrated book with 56 line block reproductions,922.0
Plate (folio 8) from LIRICHE,1944.0,Lithograph,942.0
Fables,1931.0,Illustrated book with 52 line block reproductions and one supplementary pen and ink drawing,922.0
"DO IT YOURSELF (plate, folio 3) from DO IT YOURSELF",1967.0,,194.0
"ULTRACORPO from L'AVANGUARDIA INTERNAZIONALE,Vol. 1/L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1",1962.0,"Etching, printed in black",292.0
"Plate 2 from L'AVANGUARDIA INTERNAZIONALE, Volume 1/L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1",1962.0,"Etching, printed without ink",530.0
"Plate 3 from L'AVANGUARDIA INTERNAZIONALE, Volume 1/L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1",1962.0,"Etching, printed in black",837.0
"Plate 4 from L'AVANGUARDIA INTERNAZIONALE, Volume 1/L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1",1962.0,"Etching, printed in black",974.0
"PIECE-WORKER, plate 1 from L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL",1962.0,"Etching, printed in black",107.0
"Plate 2 from L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2",1962.0,"Etching and aquatint, printed in black",374.0
"Plate 1 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",1962.0,"Soft ground etching, printed in black",42.0
"Plate 2 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",1962.0,"Etching and drypoint, printed in black",550.0
"Plate 3 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",1962.0,"Etching and aquatint, printed in black",654.0
"Plate 4 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",1962.0,"Etching, printed in black",966.0
"Plate 1 from L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4",1962.0,"Etching, printed in black",838.0
"Plate 2 from L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4",1962.0,"Etching and soft ground etching, printed in black",915.0
"Plate 3 from L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4",1962.0,"Linoleum cut, printed in color",960.0
Plate (page 4) from MODE D'EMPLOI,1967.0,"Engraving, printed in black",452.0
One Structure,1969.0,Illustrated book with 100 Xerox prints,878.0
In-text plate (folio 11) from Poésie de mots inconnus,1949.0,Drypoint,837.0
Otkrytie Ameriki,1925.0,,877.0
Plate 5 from SOLIDARITÉ,1938.0,"Engraving, printed in black",847.0
Plate V (folio 20 verso) from UN POÈME DANS CHAQUE LIVRE,1956.0,"Etching, printed in color",420.0
"NO KNOWING, plate VIII (folio 32 verso) from UN POÈME DANS CHAQUE LIVRE",1956.0,"Woodcut, printed in black",11.0
Plate (folio 2) from Schismes,1978.0,Lithograph,107.0
"KATE (plate, facing page 74) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",521.0
"MARION (plate, facing page 84) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",179.0
"OPHÉLIE (plate, facing page 100) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",691.0
"QUEENIE (plate, facing page 112) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",348.0
"BARBE (plate, facing page 8) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",115.0
"Duplicate of ESTELLE (supplementary suite, plate 5) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",715.0
"Duplicate of IRTA (supplementary suite, plate 9) from D'ARIANE À ZOÉ",1930.0,"Lithograph, printed in black",526.0
"FUTURIST PAINTING, plate 2 from ART D'AUJOURD'HUI, MAÎTRES DE L'ART ABSTRAIT: Album I",1953.0,"Screenprint reproduction (executed by Arcay), printed in color",311.0
"PURITY (plate following table of contents) from L'YMAGIER, Tome II, No.5",1895.0,"Soft ground etching and aquatint, printed in color",513.0
Poème-Objet  from VVV Portfolio,1942.0,"Postcard, thread, sequins, and ink on paper from a portfolio of five etchings (one with aquatint), three duplicated drawings (two watercolor on paper and one crayon on paper), one collage, one engraving, and one gelatin silver print",768.0
Score for Ballet 0-100 from VVV Portfolio,1942.0,"Etching from a portfolio of five etchings (one with aquatint), three duplicated drawings (two watercolor on paper and one crayon on paper), one collage, one engraving, and one gelatin silver print",922.0
LA RÉDEMPTION PAR LES BÊTES,1959.0,22 lithographic reproductions (executed by Fernand Mourlot) after drawings,665.0
Plate (page 61) from 1¢ Life,1964.0,Lithograph from an illustrated book with 62 lithographs and reproductions,107.0
Plate (page 63) from 1¢ Life,1964.0,Lithograph from an illustrated book with 62 lithographs and reproductions,203.0
Plate 1 from La Proue de la Table,1967.0,Etching,922.0
Mark Boyle's Journey to the Surface of the Earth,1978.0,Monograph with one unbound photograph,724.0
"#1 (plate, folio 4) from THE NEGATIVE WAY",1964.0,,726.0
"UPSIDEDOWN (plate, folio 4) from PINK JELLY",1965.0,,92.0
White-out (plate 1) from  Artists and Writers Protest Against the War in Vietnam,1967.0,Soft ground etching from a portfolio of 9 screenprints (1 with die-cut and 1 with punched holes); 6 lithographs (1 with embossing); and 1 soft ground etching,324.0
Untitled (plate 2) from Artists and Writers Protest Against the War in Vietnam,1967.0,Lithograph from a portfolio of 9 screenprints (1 with die-cut and 1 with punched holes); 6 lithographs (1 with embossing); and 1 soft ground etching,876.0
Untitled (plate 3) from Artists and Writers Protest Against the War in Vietnam,1967.0,Lithograph from a portfolio of 9 screenprints (1 with die-cut and 1 with punched holes); 6 lithographs (1 with embossing); and 1 soft ground etching,918.0
Plate (folio 3) from 20 ORIGINALRADIERUNGEN,1967.0,"Etching and lift ground aquatint, printed in color",640.0
Humid Day,1946.0,Gouache on paper-surfaced cardboard,466.0
Tennis Player,1932.0,Pencil and charcoal on paper,392.0
Study for Portrait of Ferrucio Busoni,1916.0,Pen and ink on paper,624.0
"Study related to ""The First Step""",1913.0,Crayon on paper,738.0
Music on the Gallery,1975.0,Synthetic polymer paint and pencil on paper,412.0
Outside James' Showcase,1968.0,Ink on mulberry paper,107.0
Untitled (Abstract Drawing),1984.0,Graphite on paper,588.0
Railroad Gantry,1920.0,Gouache on paper,870.0
Garden of Memories,1917.0,"Watercolor, crayon, charcoal, and pencil on paper",870.0
The Hornblower (Der Hornbläser),1927.0,Charcoal on paper,335.0
De Profundis: In Memory of the Massacred Jews of Nazi Europe,1943.0,Gouache and ink on paper,463.0
Frederick Kiesler,1954.0,Pencil on paper,699.0
Four Motions with Graphite Bar,1973.0,Graphite on paper,638.0
Beast,1956.0,Ink on paper,203.0
Untitled (Figures in Gothic Arches),1946.0,Graphite on paper,588.0
La Guignolee,1954.0,Watercolor on paper,676.0
"Market, Mother and Child",1957.0,Ink on paper,129.0
Untitled,1975.0,Graphite on paper,638.0
Abstract Composition,1914.0,Pencil and pastel on silver gelatin print,233.0
Costume studies for the play The Madwoman of Chaillot,1945.0,Ink on paper,486.0
Studies for Woman Standing,1951.0,"Pencil, crayon, and watercolor on paper",900.0
Untitled,1949.0,Pencil and charcoal on paper,392.0
"Music for Carillon, # 4, Page 2",1961.0,Ink on transparentized graph paper,912.0
Costume design for the ballet The Firebird,1913.0,"Metallic paint, gouache, watercolor and pencil on paper on board",300.0
Standing Nude,1904.0,Ink and chalk on paper,935.0
Study for The Laugh,1910.0,Pencil on paper,624.0
Porphyrophore. Costume design for the ballet The Sleeping Princess,1921.0,"Metallic paint, watercolor, and pencil on paper",300.0
Seated Woman,1910.0,Ink on paper,935.0
A Young Girl,1947.0,Chalk on colored paper,317.0
Untitled,1935.0,Decalcomania (ink transfer) on paper,768.0
"Instant House #2, Drawing",1980.0,Colored ink and pencil on paper,53.0
Composition,1953.0,Gouache on paper,960.0
Untitled,1961.0,Pencil and gouache on paper,285.0
Woman Reading (Lesende Frau),1945.0,Ink and pencil on paper,429.0
Orpheus. Design for scenery for the play,1939.0,Gouache on paper,899.0
Composition,1914.0,Gouache and watercolor and colored paper on cut-and-pasted paper,445.0
Decanter with Fruit,1918.0,"Watercolor, ink, and pencil on paper",445.0
The Doll,1937.0,White ink on black paper,452.0
Mr. Mapelli's Garden III,1958.0,Pen and ink on paper,578.0
Little Sonny Summer,1969.0,"Watercolor, gouache, and ink on paper",592.0
Woman,1914.0,Charcoal on paper,637.0
The Return of Ulysses,1913.0,Crayon on paper,651.0
Isadora Duncan,1912.0,Ink on paper,708.0
View of the Artist's Studio,1918.0,Gouache and pencil on board,738.0
Still Life with Glass and Letters,1914.0,"Cut-and-pasted printed paper, charcoal, pastel, and pencil on paper",744.0
Katherine Anne Porter,1942.0,Pencil on paper,909.0
Man in a Cap,1956.0,"Charcoal, ink, and white chalk on paper",771.0
Factory,1920.0,Ink and crayon on paper,263.0
Gluttony,1949.0,"Pencil, gouache, and watercolor on paper",909.0
Under the Elevated,1908.0,"Watercolor, ink, and pencil on paper",455.0
Composition - Figures and Landscape,1952.0,Gouache and pastel on paper,623.0
"Study for Parade (Waterfront, Manhattan)",1929.0,Gouache on board,617.0
Elemosina (Study for The Eternal City),1933.0,Pencil on paper,617.0
60 Minutes,1987.0,Pencil on paper mounted on canvas,155.0
Harps,1932.0,Pencil on paper,617.0
Untitled,1987.0,"Oil, oilstick, china marker, and pencil on vellum",733.0
Trees and Shack,1925.0,Ink on paper,737.0
Standing Figure,1929.0,Pencil on paper,796.0
Labyrinth for Ants,1970.0,".1 Pencil, felt-tip pen, transfer type and crayon, .2 and .3 Photographs",469.0
Untitled (Skull on Ur-Sled),1957.0,"Watercolor, dirt, and metallic paint on transparentized paper",540.0
The City,1916.0,"Watercolor, gouache, and pencil on paper",870.0
"Page 18, Solo for Piano, from Concert for Piano and Orchestra",1958.0,Ink and pencil on transparentized paper,912.0
Untitled Object,1962.0,"Crayon on Japanese paper, joined and folded",902.0
Palm Sheath,1947.0,Ink and conté crayon on paper,771.0
MM 3,1961.0,Ink on paper,97.0
Circus Interior,1932.0,Ink on paper,922.0
"Devil's Holiday, designs for the ballet",1939.0,".1, .5, .6: gouache /.2: gouache and pen and ink on red paper / .3 ink and wash on gray paper /.4 ink on gray paper /.7 gouache /.8 watercolor and ink on pink paper / .9 watercolor, gouache, brush and ink, and pencil / .10 gouache and pen and ink on gray paper / .11 watercolor, gouache, and pen and ink",502.0
"Giselle, designs for scenery for the ballet",1940.0,"Watercolor, gouache, pen and ink, and pencil on paper",502.0
Three set designs for the ballet ICARE,1938.0,.1 pen and ink and wash 2. wash. .3 gouache,502.0
Study for Head Bath,1977.0,Conté crayon and pencil on paper,1.0
Counting (Rocks),1969.0,Felt-tip pen on paper,625.0
Untitled,1980.0,Oil on paper,4.0
Sugar Cane Cutters,1943.0,Ink and gouache on paper,988.0
Herbal Paper,1980.0,"Cut-and-pasted printed paper, powdered pigment, powdered metals, synthetic polymer paint, ink, and pencil on gray paper",388.0
"Mountain, Navel, Anchors, Table",1925.0,Gouache on board with cutouts,11.0
The Eye of Fate,1927.0,Watercolor on paper on board,612.0
Portrait of C. W.,1962.0,Pencil on paper,339.0
Corrections,1972.0,Cut-and-pasted gelatin silver prints and crayon on black paper mounted on board,53.0
Realm,1957.0,Pastel on colored paper,235.0
Procession,1962.0,Ink and pencil on paper,780.0
Rainbow Trout Head - Hauser Lake Montana,1972.0,Watercolor on paper,117.0
Script,1978.0,"Oilstick, ink, craypas, synthetic polymer paint, and pencil on paper",354.0
"Study for ""Amour Agonize""",1886.0,Ink on paper,708.0
Dog-Split (Hund-geteilt),1968.0,Pencil and watercolor on paper,366.0
Masai,1972.0,.a) Ink and pencil on paper .b) Pencil on paper,366.0
Eagle,1977.0,Oil on paper,366.0
".a: Blue Sun, .b: Untitled",1945.0,"recto:  Pastel and pencil on gray paper 
verso: Pastel on gray paper",406.0
A Mirror on an Easel (Spiegel auf einer Staffelei),1926.0,Charcoal and crayon on paper,429.0
Untitled,1941.0,Gouache on paper,922.0
The Laurentian Library,1972.0,Ink on paper,625.0
Untitled,1966.0,"Cut-and-pasted paper, embroidered printed paper, net, glitter, and synthetic polymer paint on board",736.0
Untitled,1960.0,Ink on paper,52.0
"Garden Behind the Spinnbahn, End of February",1956.0,"Ink, lithographic crayon, and watercolor on paper mounted on canvas",127.0
The Chained One (Der Gefesselte),1944.0,Ink on paper,429.0
Collage with a Leaf,1957.0,"Cut-and-pasted paper, leaves, oil, and tempera on paper",578.0
Head and Shoulders,1957.0,Pencil on paper,900.0
Curtain design for The Threepenny Opera,1937.0,"Ink, watercolor, and pencil on paper",502.0
"Lesen im Staub, D.W.L. (Das Wilde Leben)",1984.0,Charcoal on paper,914.0
Troubadours,1946.0,Ink on paper,913.0
Cascade Mountain,1944.0,Ink on paper,925.0
Conception,1962.0,Gouache and gold spray paint on brown paper,94.0
Untitled,1965.0,"Pencil, colored pencil, crayon, ballpoint pen, and paint",207.0
Monk (Study for The Eternal City),1937.0,Oil on paper,617.0
Still Life,1975.0,Pastel on colored paper,408.0
Woman in a Bathtub,1974.0,Pencil on paper,693.0
Untitled,1960.0,Charcoal and pencil on paper,670.0
Untitled,1961.0,Charcoal and pencil on paper,670.0
Harold,1925.0,"Ink, pencil, and wash on paper",95.0
Hands,1962.0,Ink and colored ink on paper,671.0
Untitled,1964.0,"Gouache, casein and pencil",908.0
Black Toothbrushes,1972.0,Charcoal and spray paint on paper,220.0
Maenads,1959.0,Pencil and gouache on paper,285.0
"The Existence of a Cripple, No. 4 (Krüppeldasein IV)",1922.0,Gouache on board,785.0
Iris and Pansies,1934.0,Pencil on paper,617.0
Construction,1942.0,Waxed gouache on cardboard,230.0
Untitled,1981.0,Oilstick on paper,370.0
Composition,1922.0,"Gouache, crayon, and pencil on paper",392.0
Da-Da (New York Dada Group),1921.0,Ink on paper,644.0
Jules Pascin,1927.0,Transfer drawing,273.0
Birch Trees,1930.0,Ink on paper,737.0
Winding Road,1920.0,Ink on paper,737.0
Umble #2,1970.0,Charcoal on paper,19.0
He Is Arisen,1945.0,Ink on paper,412.0
The Bridge at Worms,1945.0,Transfer drawing,913.0
Hold Up,1989.0,Suspender sewn on paper,710.0
Throbbing Pulse,1944.0,Ink on paper,710.0
Untitled,1943.0,"Crayon, ink, and pencil on colored paper",710.0
Untitled,1946.0,Pencil on notebook paper,710.0
Van Gogh,1966.0,Ink on paper,123.0
Wax Drawing No. 2,1962.0,Wax on paper,82.0
Untitled,1950.0,Ink on paper,710.0
Dune and Bushes,1958.0,Watercolor and gouache on paper on board,250.0
Untitled,1965.0,Gouache on pink card,710.0
"Double Self-Portrait with Moving Hands at 2,626,636",1979.0,Crayon on paper,682.0
Untitled,,Ink on paper,922.0
Body 81F,1981.0,Charcoal on paper,38.0
Untitled,1985.0,Cut-and-pasted paper and oilstick on paper,370.0
Dibujo - Figure and Electric Cord,1991.0,"Synthetic polymer paint, oil paint, oil pastel, and colored pencil on cardboard",967.0
Untitled,1971.0,Pencil on paper,330.0
Untitled (gray),1984.0,Watercolor on paper,545.0
The Palace of King Ubu,1936.0,White ink on black paper mounted on pink paper,452.0
"Study for New Moon, New York",1944.0,Pencil on paper,243.0
Bal des Pendus,1937.0,Watercolor on board,883.0
Untitled,1967.0,Ink on paper,580.0
Imaginary Structure,1948.0,Ink and watercolor on paper,837.0
Girl Playing with Dog,1953.0,Ink on paper,508.0
Blue and Black Vertical,1971.0,Felt-tip pen and ink on paper,648.0
Composition,1933.0,Gouache and cut-and-pasted board,843.0
"Illustrations for Bronte: Wuthering Heights. a) ""...The Room is Haunted! I'm Afraid of Being Alone!"". b) ""Miss Cathy Seized Him Again""",1933.0,Ink on paper,317.0
Schultafel,1974.0,Chalk on painted board,540.0
Untitled,1968.0,Charcoal on paper,408.0
For Adorno #1,1989.0,Ink and crayon on paper,529.0
Untitled,1947.0,Pencil on four sheets of paper on painted wood panel,540.0
Informel Drawing,1960.0,Gouache on paper,833.0
Times Square,1955.0,Ink on mulberry paper,103.0
Women,1955.0,Ink on paper,129.0
Big Night Down the Drain,1963.0,Watercolor and pencil on paper,366.0
Untitled,1986.0,Pastel on paper,673.0
Untitled,1984.0,Pastel on paper,673.0
Study for The Room,1949.0,Chalk on paper,317.0
John Singer Sargent,1909.0,"Watercolor, ink, and pencil on paper",434.0
Study for Unique Forms of Continuity in Space,1913.0,Pencil on grey-green paper,624.0
Study for a Love Poem,1972.0,Pencil and colored pencil on paper,140.0
Set design for Don Quixote,1950.0,Ink on paper,502.0
Village in the Storm,1955.0,Ink on paper,635.0
Study for Man at Table,1955.0,Conté crayon and ink on paper,771.0
Study for Proyecto Multiple,1971.0,Felt-tip pen and pencil on transparentized paper,469.0
Costume design for the opera Otello (Othello),1962.0,"Gouache, ink, and watercolor on paper",502.0
The Cat. Costume design for the ballet Le Renard,1966.0,"Gouache, ink, and watercolor on paper",502.0
Study for Phytotron (Environment for Plants),1972.0,"Pencil, watercolor, felt-tip pen and typewriting on paper",469.0
Pulcinella: costume design for Pulcinella,1972.0,"Watercolor, gouache, and ink on paper",502.0
The Skull,1973.0,Conté crayon on paper,753.0
"Inside an Arab Passageway, Marrakech",1969.0,Crayon on paper,59.0
Untitled,1970.0,Colored pencil on black paper,670.0
Study for the painting The Family,1928.0,Ink and pencil on paper,792.0
The Easy Chair in the Window,1970.0,"Colored pencil, watercolor, and pencil on paper",59.0
"Untitled, I",1968.0,Watercolor on paper,826.0
Girl with Bows,1937.0,"Watercolor, pencil, and ink on paper",814.0
We Need More Drawings,1964.0,Ink on paper,386.0
Glenway Wescott,1943.0,Pencil on paper,909.0
Untitled,1971.0,"Pencil, watercolor, and gesso on paper",140.0
Study for Metermaid,1968.0,"Colored pencil, pencil, and crayon on paper",175.0
Opening Car Doors,1962.0,"Ink, watercolor, and gouache on paper",565.0
Study for Laboratory,1971.0,"Pencil, colored pencil, gouache, and crayon on paper",175.0
Untitled,1973.0,Pencil on paper,900.0
Untitled,1972.0,Charcoal and charcoal pencil on paper,967.0
Study for Elasticity,1912.0,Pencil and gouache on paper,624.0
"3 Ideas and 7 Procedures (Theory of Arithmetic), Sheet #2. Proposal for MoMA Exhibition",1971.0,"Felt-tip pen, pencil, and masking tape on graph paper",625.0
"The Author of the Book ""Fourteen Letters of Christ"" in His Home",1920.0,"Cut-and-pasted gelatin silver prints, cut-and-pasted printed paper, and ink on book pages",262.0
D-1-67,1967.0,Ink on paper,320.0
Delight of Peaceful Life,1953.0,Brush and ink on paper,43.0
Study for The Snowman,1956.0,Ink and watercolor on mulberry paper,107.0
Flatland Fields,1961.0,Synthetic polymer paint on paper,321.0
Study for Key West Beach,1940.0,Conté crayon and pencil on paper,617.0
How Briefly - The Tale of Two Meeting,1981.0,Synthetic polymer paint and pencil on paper,529.0
How Briefly - The Tale of Two Meeting,,Synthetic polmer paint and pencil on paper,529.0
How Briefly - The Tale of Two Meeting,1982.0,Synthetic polymer paint and pencil on paper,529.0
Triangular and Square (Second Diagonal),1974.0,Pastel and pencil on paper,625.0
Guitar,1913.0,"Cut-and-pasted printed and painted paper, charcoal, pencil, and gouache on gessoed canvas",744.0
"Buildings=Guns=People:  Desire, Knowledge, and Hope (with Smog).  Study for Mural, Carnegie International",1985.0,Cut-and-pasted paper with pencil and colored pencil on paper,304.0
Study for Splattered Faces,1990.0,"Cut-and-taped printed paper with crayon, pencil, and felt-tip pen on graph paper",304.0
Untitled,1986.0,Pencil on cut-and-taped graph paper with colored crayon on gelatin silver print,304.0
Untitled,1989.0,Crayon on cut-and-taped printed paper on graph paper,304.0
Untitled II,1991.0,"Gouache, ink, and crayon on cut-and-taped printed paper on paper taped to graph paper",304.0
Girl in Conversation with a Seal,1955.0,Pencil and watercolor on paper,540.0
Untitled,1958.0,Pencil on board,540.0
Easter Island and Rana Raraku,1954.0,Pen and ink on mulberry paper,617.0
Pentacular Progression,1948.0,Encaustic on cardboard,751.0
.a) Man and Woman Carrying Large Baskets  .b) Untitled,1927.0,Watercolor and pencil on paper,637.0
.a) Ukranian Peasants at the Market  .b) Untitled,,.a) Ink on paper  .b) Ink on paper,637.0
The Night Wind,1918.0,"Watercolor, gouache, and pencil on paper",870.0
Couples I,1983.0,Charcoal on paper,205.0
Untitled,1976.0,"Watercolor, ink, and gouache on notebook paper",366.0
Landscape,1917.0,Charcoal on paper,637.0
Nijinsky,1909.0,Oil on canvas,300.0
"Untitled at 2,783,195",1982.0,Ink and gouache on paper,682.0
Concert Cafe,1912.0,Charcoal on paper,987.0
Rook,1962.0,Gouache and pencil on paper,281.0
Not Ttitled (DSO3),1994.0,Gouache on eight sheets of paper,625.0
Wild Edible Drawing # 6,1990.0,"Handmade paper of mulberry, burdock, hibiscus stems, barley, hijiki, and clover",912.0
The Conjur Woman,1964.0,Cut-and-pasted printed paper and gouache on board,412.0
